id,name,country,primary_subfield,total_publications,Artificial Intelligence,Computational Theory and Mathematics,Computer Graphics and Computer-Aided Design,Computer Networks and Communications,Computer Science Applications,Computer Vision and Pattern Recognition,Hardware and Architecture,Human-Computer Interaction,Information Systems,Signal Processing,Software
A5081980878,Mauricio M. M. Segobia,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5085693617,Claudia Galindo Novoa,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5050699939,Cicero Inácio Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5024028644,Jane de Almeida,BR,Information Systems,3,0,0,0,0,0,0,0,1,2,0,0
A5023432167,Marcelo Marcon,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5006763720,Bruno Meneguele,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5062231031,Gilson Schwartz,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5083595162,Luiz Miranda,BR,Computer Vision and Pattern Recognition,2,0,0,0,0,0,1,0,0,0,1,0
A5057109648,Bernadette Dorizzi,FR,Computer Vision and Pattern Recognition,2,0,0,0,0,0,2,0,0,0,0,0
A5086854143,Bernardo C. Vieira,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5112223799,A.O. Fernandes,BR,Artificial Intelligence,2,1,0,0,0,0,0,1,0,0,0,0
A5032733814,Dênis Martins de Oliveira,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5079676932,Ely Mitie Massuda,BR,Information Systems,3,0,0,0,0,0,0,0,1,2,0,0
A5032848703,Rhuana Lima Oliveira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5054879748,Rafaela Koch Lessing,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5032287925,Marielly de Moraes,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5074438401,Fernando Barcellos Razuck,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5069161150,Gabriel de Lima Gonçalves,,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5050552122,Lídia Vasconcellos de Sá,,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5085819375,Aline Vieira Medeiros,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5070100990,Maria Cristina Sajonc Pavão,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5072288286,Daniel Borgoni,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5000803086,Carlos Gracioli Neto,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5001950162,Maria Ilda Trigo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5075330584,Roberto Mendes P. F. Mendonça,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5013799679,Lucas Thery Monte Verde Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5012742030,Lucy Miranda do Nascimento,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5003192210,Ana Paula Quadros Gomes,BR,Artificial Intelligence,2,2,0,0,0,0,0,0,0,0,0,0
A5035274794,Roberta Pires de Oliveira,BR,Artificial Intelligence,6,6,0,0,0,0,0,0,0,0,0,0
A5064074898,Jose Roberto Fonseca,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5111891899,Lucas Figueredo,BR,Human-Computer Interaction,2,0,0,0,0,0,0,0,1,0,0,1
A5074326747,José Gomes de Oliveira Neto,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5076837880,Marcos Leite García,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5063251027,Ezequiel França dos Santos,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5065387814,Reinaldo Augusto de Oliveira Ramos,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5089013852,José Carlos Buesso,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5004496265,Bethânia Medeiros Geremias,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5057125701,Thayná Luana Borges,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5032741389,Eliane Pereira Machado Soares,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5062156977,Tiago Pagano,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5085321002,Lucas Ortega,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5087532929,Maira Cristina Fernandes Marinho Matos,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5078387071,José Vinícius Paranhos,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5007701360,Arthur Rodrigues Batista,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5002689434,Luiz Fellipe Machi Pereira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5002928063,Paulo Octavio da Silva Guidolini,MN,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5022274173,Gabriel Jordaim Nippes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5046486549,Jeane Belarmino da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5078172423,Ana Camila Lemos da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5064523346,Priscilla Maria Bernardo da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5008875624,Nayane do Nascimento Costa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5004894875,Davi Candido Barbosa da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5029970202,Jacqueline Carvalho dos Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5070967120,Priscila Monik Pereira de Lima,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5010709488,Jucileia Gomes Matias,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5063713616,Carlos Armando Tarira Caice,EC,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5007297989,Mercedes Josefina Delgado González,VE,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5063294573,Emma Mélida Bermeo Paredes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5050337246,Luis David Tarira Rojas,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5065426589,Amanda de Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5017040708,Patrícia Damasceno da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5048694753,Amanda Jordana Silva Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5041177871,Luane Vanzeler Monteiro,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5035627440,Antônio Gabriel Pantoja Silva Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5046630569,Gleidiane Lorrana Sales dos Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5064947447,Ana Eveni Rodrigues Aguiar,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5024258458,Gabriel Vinícius Reis de Queiroz,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5072521116,Diego Noble,BR,Signal Processing,1,0,0,0,0,0,0,0,0,0,1,0
A5111386756,Isabel Costa,,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5079526906,António Rodrigues,,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5079782566,Leandro Angeloni,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5031130402,Edmilson Dias,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5056310427,Tales Marchesan Chaves,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5037828909,Luis Alberto Almanza Ope,MX,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5033594425,Regis Luis De de Carvalho,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5000398468,Sergio Rodrigues,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5111420127,João Antônio de Moraes,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5020402687,João Schapke,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5088960976,Ana C. Bazzan,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5002193907,Naraiane Taís da Silva,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5036560803,Angélica Prestes Rosas,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5112595354,Oliveira Paulo R. T.,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5064940173,Daniela Martins Barbosa Couto,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5044891420,Sebastiana Luíza Bragança Lana,BR,Human-Computer Interaction,2,0,0,0,0,0,0,0,1,1,0,0
A5078345852,Rita Ribeiro,BR,Human-Computer Interaction,2,0,0,0,1,0,0,0,1,0,0,0
A5032299243,Carine Melo Cogo Bastos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5046341877,Rosiley Aparecida Teixeira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5042050908,Helisson L. Nascimento,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5061220364,Leanderson C. Santos,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5103945169,Rodrigo de Oliveira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5109980978,Alan Cadore,BR,Computer Networks and Communications,2,0,0,0,2,0,0,0,0,0,0,0
A5006415822,Thais Webber,BR,Computer Networks and Communications,15,0,0,0,9,0,0,1,0,3,2,0
A5038678865,Rodrigo Baroni de Carvalho,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5073169245,Fabiane Cristina Enzveiler,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5110733589,Fabiana Schneider Pires,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5020128404,Alex Nogueira,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5053959716,Jorge Luíz Silva Nunes,PT,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5020746334,Luís Romão,PT,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5060176270,Bruno Santos Silva,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5048052230,Josineide da Costa Sousa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5016527435,Alanda Layane Nascimento Leal Araújo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5078486918,Kellyne de Moura Feitosa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5016441882,Meiryslâne do Nascimento Fernandes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5112931135,Bruna Da Silva Barbosa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5065748824,Sandra Santana,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5102947815,Fernanda Baia da Costa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5105217085,Silvia Quintão Savergnini,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5004602765,Lucas Freitas de Freitas,,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5039437606,Aldreis Tacyanna de Lima Santos,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5110613784,Carolina Poggio,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5077007613,Olívia Maria Cordeiro de OlIveira,,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5041954957,Guilherme Siqueira Arinelli,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5020490076,Juliana Soares de Jesus,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5086492817,Maura Assad Pimenta Neves,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5022350285,Lucas Antunes de Almeida,PT,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5032193375,Samuel Stephan Milczuk,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5010832051,Mariana De Oliveira Corrêa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5012710710,Joyce Nascimento Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5035767124,Josne Carla Paterno,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5040068634,Rodrigo Hilário Fiche,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5053856253,José Victor Soares da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5050923195,Isabela de Souza Santana,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5034237271,Luciene Muniz Braga,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5003872391,Edimara Aparecida Buonicontro,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5024022379,Luiz Augusto de Oliveira Gomes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5071900747,Reginaldo Scheuermann Costa,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5017477066,Rodrigo Lima Ribeiro Gomes,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5018881589,Vania Sandeleia Vaz da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5088695850,Leonardo M. Gravina Fonseca,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5069714415,Ahmed E. Kamal,US,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5001400366,Ejaz Ahmed,MY,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5089615958,Feng Xia,AU,Computer Networks and Communications,2,0,0,0,2,0,0,0,0,0,0,0
A5062402324,Irfan Awan,GB,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5012298647,Jakeline De Melo Fenna,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5054588456,Tania Pereira Da Luz,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5001134983,Amanda Paganini Lourencini APL,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5071380753,Ana Beatriz Miranda Jorge,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5027268721,Williany Miranda da Silva,,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5012278652,Elisabeth Baretta,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5052112673,Renan Souza,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5071220034,Márcia Volani Cordova de Oliveira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5064071175,Luciane Baretta,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5014755065,Antônio Pedro,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5049393387,Adriana Carvalho Koyama,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5047049584,Nara Rúbia de Carvalho Cunha,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5049921982,Thiago Lenine Tito Tolentino,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5025289228,Gabriel Melle,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5082936830,Isabela Cristina Santos Freire de Paula,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5049462391,Camila Barreto Araujo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5052646896,Francisco Boçon,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5022015211,Bárbara Vieira Sardi,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5041352519,Pedro Henrique De Assis Mourão,BR,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5022226007,Júlio Raphael de Oliveira Silva,BR,Human-Computer Interaction,1,0,0,0,0,0,0,0,1,0,0,0
A5040030678,Fabrício Ribeiro Brandão,BR,Hardware and Architecture,1,0,0,0,0,0,0,1,0,0,0,0
A5045563457,Priscila Custódio de Matos,BR,Hardware and Architecture,1,0,0,0,0,0,0,1,0,0,0,0
A5066322501,Dhiego Marques Menezes Abrahão,,Hardware and Architecture,1,0,0,0,0,0,0,1,0,0,0,0
A5085751393,Bruna Canuto Barros,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5002076906,Carolina De Oliveira Lopes,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5059751038,Kamila Kekl Silva,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5003195334,Vivian Gnann da Matta,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5019594760,Mirna Janice Toebe,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5013183808,Marcus Aurelius Lopes Domiciano,BR,Computer Networks and Communications,2,0,0,0,1,0,0,0,0,1,0,0
A5049215916,Hilmer R. Neri,BR,Information Systems,3,0,0,0,0,1,0,0,0,2,0,0
A5113928386,Manuela do Nascimento,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5074676011,Juliana Santos da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5097978254,Ulda do Nascimento Paris Leite,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5010663558,Michelle Mayumi Tizuka,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5081643834,Greg Dziemidowicz,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5017894122,Ana Maria Amorim Correia,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5090567479,Eduardo Marinho da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5024918690,Érica Ignácio da Costa,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5019994663,Frederico van Erven Cabala,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5086638065,Livia Azevedo Lima,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5085232659,José Carlos Palma,BR,Hardware and Architecture,1,0,0,0,0,0,0,1,0,0,0,0
A5113508004,Leandro Möller,BR,Hardware and Architecture,1,0,0,0,0,0,0,1,0,0,0,0
A5024535790,Bruno Cabral,BR,Artificial Intelligence,2,1,0,0,0,0,0,0,0,1,0,0
A5047967623,Clarissa Agostini Pereira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5019368957,Jéssica Vilvert Klöppel,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5084362462,Patrícia Muccini,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5109484525,Suélen Andrade,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5012835380,Tamara Nolasco Telles Reis,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5058506297,Vanessa Tavares Wilke,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5020742137,Verônica Pereira Orlandi,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5018169908,Diogo Almeida Martins,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5061878221,Pedro P. V. Tecchio,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5025489217,Ederson Safra Melo,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5082613138,Renata Costa Fortes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5063886139,Raquel Martins Rocha,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5003503715,Wirllâne Borges Araujo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5046730043,Thayana de Sousa Salgado,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5008945018,Alysson Camilla Blaese,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5016145421,Giulia Pasqualini Vansuita,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5002764161,Suelen Cristina da Silva,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5079509630,Nevoni Goretti Damo,BR,Information Systems,4,0,0,0,0,0,0,0,0,4,0,0
A5072351155,Márcia de Freitas Oliveira,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5084351137,Michell Thompson Ferreira Santiago,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5073494921,Francimar Conceição dos Santos,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5079102475,Larissa Vanile Santos Carneiro,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5061625666,Rafael Maia Gadelha,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5002403227,Tiago Jairo Vieira de Almeida,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5043507292,Fabio Santos Mota,,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5049545154,Tiara Borges Santiago Ferreira,BR,Computer Science Applications,1,0,0,0,0,1,0,0,0,0,0,0
A5044582046,Lúcia Fulgêncio,BR,Artificial Intelligence,3,3,0,0,0,0,0,0,0,0,0,0
A5016374744,Patrick de Matos Ferreira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5050299089,Cristian Trevisan Monteiro,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5029150656,Rafaela Dama Rodrigues,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5033150018,Vânia Mari Rossato,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5061775022,Carlo Alonso Cano Gordillo,EC,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5026622222,Alvaro Gustavo Talavera Lopez,PE,Computer Networks and Communications,1,0,0,0,1,0,0,0,0,0,0,0
A5044059810,Juliana Santos Azevedo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5033075515,Renata Cunha de Oliveira,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5066069970,Helder Leonardo de Souza Góes,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5066887965,Diana Figueiredo de Santana Aquino,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5021893235,Catiuce Marques,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5073889514,Wyrllen Everson de Souza,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5034399376,Magda Cardoso Mantovani,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5052994922,Roberto Ribeiro Neli,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5052630327,Daniela Cavalheiro,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5021374331,Alexandre Rasi Aoki,BR,Computer Vision and Pattern Recognition,3,1,0,0,1,0,1,0,0,0,0,0
A5083923576,Juliana Casarotti Ferreira dos Santos,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5089391309,Leandra da Silva Santos,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5087259416,Carolina Martins Fernandes,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5021665537,Givaneide Oliveira de Andrade Luz,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5023564741,Carina Ribeiro de Oliveira,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5091675141,Anna Cálida Ghazaleh Tajra,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5046711715,Carolinne da Silva Nunes Cruz,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5026825471,Daniel Leal,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5071856491,João Pedro Borges Andrade Grespan,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5020005655,Lucas Torres de Brito,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5077678087,Marina Pimentel Freitas,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5043907581,Jenifer Galdino de Oliveira,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5034847400,Felipe S. P. Andrade,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
A5078504314,Emanuelly Teixeira Barbosa da Costa,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5004958609,Fábio Cezar Bentes Mota,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5032249773,Rodrigo Luís Ferreira da Silva,BR,Computer Vision and Pattern Recognition,1,0,0,0,0,0,1,0,0,0,0,0
A5029400419,Mônica Gonzaga Marques Benetti,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5042521478,Janice Vindilino Roelis,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5073246513,Vinícius Augusto Morais,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5001558113,Anna Paulla Artero Vilela,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5091413534,Laura Minetto,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5037010620,Luiza Freitas Lopes,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5088858147,Náthaly Marks,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5044459499,Bibiana Cantareli Amado,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5010331632,Liane da Silva de Vargas,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5090045796,Erika Cristina Napolitano Giuliano,BR,Information Systems,2,0,0,0,0,0,0,0,0,2,0,0
A5007949611,Bárbara Assis da Silva,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5052410303,Laura Campos dos Santos,,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5076152091,Flávia Della Lúcia,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5026566036,João Batista Toledo Prado,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5029188944,Patrícia Sansigolo,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5059165441,Jennifer Carvalho,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5003364903,Ismael Faust,BR,Information Systems,1,0,0,0,0,0,0,0,0,1,0,0
A5006130956,João Pedrosa,BR,Artificial Intelligence,1,1,0,0,0,0,0,0,0,0,0,0
